MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.344708956117614,0.982118865674763,0.6285442264151527,-0.15375386478671096,-0.9744049915469928,-0.04959533466457225,1.0525227849496634,-1.3278030546903108,2.129579891133221
2.3321814648403056,-0.6070042082805059,0.32703343493533565,-0.26332939143590745,0.8614179998296605,-0.09250998908805308,1.0431592803959975,-1.3228118684352097,1.31412430136099
1.782656217213846,1.856136556350161,1.1555924706608107,-0.049015171502216244,-0.8207574684591921,-0.025841901757064262,1.0384775281191663,-1.332794240945405,1.2586629222478944
0.9329449075937367,1.856136556350161,0.15696227955716177,-0.04983171104224482,-0.7660095004623895,-0.05032808199362329,1.0384775281191663,-1.337785427200506,1.1650718449945459
-0.012880683843030762,1.856136556350161,0.34470244869821226,-0.03290506706381913,-0.7598282782692021,-0.08561368522678962,1.0384775281191663,-1.337785427200506,1.1728711014323252
0.08744451941137864,1.856136556350161,-0.2697231250588904,0.014668989535248492,-0.8940491030355567,-0.08961624733292754,1.0384775281191663,-1.337785427200506,0.5445976661667911
-0.1113636089684241,1.856136556350161,-0.2009128300212835,-0.3066257711091926,-0.2927044868126126,-0.09072270303848314,1.033795775842335,-1.337785427200506,0.8002399605162153
-0.3951270773548459,1.856136556350161,-0.2552257496513997,-0.0735398797951916,-0.23707348707392614,-0.12347347989875945,1.033795775842335,-1.337785427200506,0.2993543804010723
-0.9423363181905429,1.0615750193725264,-0.45869146222952395,0.044252856664080846,-0.19380493172161445,-0.10049676702210844,1.033795775842335,-1.3427766134556072,0.1719665252506811
-0.09446728669944973,1.856136556350161,-0.18527866930239154,-0.22468164560490406,0.11084101922833524,-0.08649932262424836,1.033795775842335,-1.337785427200506,0.47007143798356926
-0.3513861309202111,1.856136556350161,0.01964785622054001,-0.03602609923710903,-0.4551823273192524,-0.07769783521277364,1.0384775281191663,-1.3427766134556072,0.6468545839065607
-0.3159091178071618,1.856136556350161,-0.2653493272950312,-0.1522480183955883,0.06933852735979137,-0.09836356275703631,1.0384775281191663,-1.3427766134556072,0.3028207165956408
-0.4188135104421933,1.856136556350161,-0.04298412582619368,-0.17694179313111993,-0.28917235984507694,-0.06975715924930675,1.0384775281191663,-1.3427766134556072,0.05757743082992167
-0.6300964935813322,1.856136556350161,-0.5775665895891466,0.0021649637360432283,-0.9540952614836627,-0.10474594139283613,1.033795775842335,-1.3427766134556072,-0.13480422796862787
