age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
-0.9988476751753268,Private,0.3503667113196131,11th,-1.1978986664644755,Never-married,Machine-op-inspct,Own-child,Black,Male,-0.1432299086134834,-0.2202435256926391,-0.034741389804833,United-States,<=50K
-0.0565975131563335,Private,-0.9447096800441319,HS-grad,-0.4192158461114339,Married-civ-spouse,Farming-fishing,Husband,White,Male,-0.1432299086134834,-0.2202435256926391,0.7725931039510863,United-States,<=50K
-0.7814053300940207,Local-gov,1.3917087955337426,Assoc-acdm,0.7488083844181284,Married-civ-spouse,Protective-serv,Husband,White,Male,-0.1432299086134834,-0.2202435256926391,-0.034741389804833,United-States,>50K
0.3782871770062788,Private,-0.27812179439964996,Some-college,-0.02987443593491315,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.8852204945033357,-0.2202435256926391,-0.034741389804833,United-States,>50K
-1.5062131470317077,?,-0.8153514131665213,Some-college,-0.02987443593491315,Never-married,?,Own-child,White,Female,-0.1432299086134834,-0.2202435256926391,-0.8420758835607522,United-States,<=50K
-0.34652063993140836,Private,0.08462589982631802,10th,-1.5872400766409962,Never-married,Other-service,Not-in-family,White,Male,-0.1432299086134834,-0.2202435256926391,-0.8420758835607522,United-States,<=50K
-0.708924548400252,?,0.3524843939755062,HS-grad,-0.4192158461114339,Never-married,?,Unmarried,Black,Male,-0.1432299086134834,-0.2202435256926391,-0.034741389804833,United-States,<=50K
1.7554220291878844,Self-emp-not-inc,-0.8046779144232031,Prof-school,1.9168326149476906,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.2718691549754201,-0.2202435256926391,-0.6806089848095684,United-States,>50K
-1.0713284568690955,Private,1.7010039105792667,Some-college,-0.02987443593491315,Never-married,Other-service,Unmarried,White,Female,-0.1432299086134834,-0.2202435256926391,-0.034741389804833,United-States,<=50K
1.1755757756377347,Private,-0.8011799564648083,7th-8th,-2.3659228969940376,Married-civ-spouse,Craft-repair,Husband,White,Male,-0.1432299086134834,-0.2202435256926391,-2.456744871072591,United-States,<=50K
1.9003835925754218,Private,-0.049988757929312885,HS-grad,-0.4192158461114339,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.7153281932600527,-0.2202435256926391,-0.034741389804833,United-States,>50K
-0.20155907654387092,Federal-gov,0.21482556740202902,Bachelors,1.138149794594649,Married-civ-spouse,Adm-clerical,Husband,White,Male,-0.1432299086134834,-0.2202435256926391,-0.034741389804833,United-States,<=50K
-0.9263668934815581,Private,-1.017722461970302,HS-grad,-0.4192158461114339,Never-married,Adm-clerical,Not-in-family,White,Female,-0.1432299086134834,-0.2202435256926391,-0.11547483918042493,United-States,<=50K
1.3930181207190409,?,1.0407785268428922,HS-grad,-0.4192158461114339,Married-civ-spouse,?,Husband,White,Male,-0.1432299086134834,-0.2202435256926391,-0.4384086366827927,United-States,<=50K
0.6682103037813537,Private,0.8506881466552054,HS-grad,-0.4192158461114339,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.2718691549754201,-0.2202435256926391,0.6111262051999025,United-States,>50K
0.3058063953125101,Private,1.4790442972084752,Masters,1.52749120477117,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.1432299086134834,-0.2202435256926391,0.7725931039510863,United-States,>50K
-1.3612515836441703,State-gov,2.4089811474179443,Some-college,-0.02987443593491315,Never-married,Other-service,Own-child,White,Male,-0.1432299086134834,-0.2202435256926391,-1.2457431304387119,United-States,<=50K
0.3058063953125101,Private,-0.580354815945388,HS-grad,-0.4192158461114339,Married-civ-spouse,Adm-clerical,Wife,White,Female,-0.1432299086134834,-0.2202435256926391,-0.8420758835607522,United-States,<=50K
-0.12907829485010222,Private,-1.2213887006127317,HS-grad,-0.4192158461114339,Widowed,Machine-op-inspct,Unmarried,White,Female,-0.1432299086134834,-0.2202435256926391,-1.6494103773166715,United-States,<=50K
0.08836405023120393,Private,-0.9900413243968428,Doctorate,2.3061740251242115,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,-0.1432299086134834,-0.2202435256926391,0.36892585707312664,?,>50K
-0.34652063993140836,Private,-0.77359335829563,Bachelors,1.138149794594649,Married-civ-spouse,Tech-support,Husband,White,Male,-0.1432299086134834,-0.2202435256926391,0.5303927558243106,United-States,>50K
-0.34652063993140836,Private,0.46179085320512936,Some-college,-0.02987443593491315,Never-married,Other-service,Own-child,Black,Female,-0.1432299086134834,-0.2202435256926391,-0.4384086366827927,United-States,<=50K
2.407749064431803,?,-0.5457439400381358,7th-8th,-2.3659228969940376,Divorced,?,Not-in-family,White,Female,-0.1432299086134834,-0.2202435256926391,-2.7796786685749586,United-States,<=50K
